,color_tags
36327,"['Beige', 'Brown', 'Grey', 'Navy', 'Orange', 'Red', 'Silver', 'Transparent']"
36328,"['Brown', 'Grey', 'Pink', 'Red', 'Transparent', 'Yellow']"
36329,"['Brown', 'Gold', 'Red', 'Silver', 'Yellow']"
36330,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Red', 'Silver', 'Yellow']"
36331,"['Beige', 'Black', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36332,"['Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Silver']"
36333,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36334,"['Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Transparent', 'Yellow']"
36335,"['Black', 'Brown', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36336,"['Beige', 'Black', 'Blue', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36337,"['Beige', 'Brown', 'Green', 'Grey', 'Transparent', 'White', 'Yellow']"
36338,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36339,"['Brown', 'Burgundy', 'Gold', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36340,"['Blue', 'Khaki', 'Orange', 'Silver', 'Transparent', 'Yellow']"
36341,"['Gold', 'Grey', 'Khaki', 'Pink', 'Purple']"
36342,"['Brown', 'Navy', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36343,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Silver']"
36344,"['Blue', 'Brown', 'Burgundy', 'Green', 'Navy', 'Purple', 'Red', 'Silver']"
36345,"['Brown', 'Green', 'Khaki', 'Orange', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
36346,"['Beige', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36347,"['Blue', 'Brown', 'Green', 'Khaki', 'Purple', 'Transparent', 'Yellow']"
36348,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Transparent', 'Yellow']"
36349,"['Blue', 'Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red']"
36350,"['Beige', 'Black', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent']"
36351,"['Beige', 'Black', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'White']"
36352,"['Beige', 'Brown', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36353,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Purple']"
36354,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Transparent', 'White', 'Yellow']"
36355,"['Blue', 'Burgundy', 'Grey', 'Pink', 'Purple', 'Silver', 'White']"
36356,"['Beige', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple']"
36357,"['Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Silver']"
36358,"['Beige', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'White', 'Yellow']"
36359,"['Beige', 'Black', 'Brown', 'Burgundy', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red']"
36360,"['Beige', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Yellow']"
36361,"['Blue', 'Burgundy', 'Gold', 'Grey', 'Pink', 'Yellow']"
36362,"['Beige', 'Brown', 'Gold', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver']"
36363,"['Beige', 'Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'White', 'Yellow']"
36364,"['Black', 'Gold', 'Khaki', 'Navy', 'Orange', 'Purple', 'Transparent']"
36365,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36366,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
36367,"['Blue', 'Brown', 'Orange', 'Pink', 'Silver']"
36368,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
36369,"['Blue', 'Burgundy', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver']"
36370,"['Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Purple', 'Silver', 'White', 'Yellow']"
36371,"['Beige', 'Black', 'Gold', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
36372,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Yellow']"
36373,"['Black', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
36374,"['Brown', 'Gold', 'Green', 'Grey', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36375,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36376,"['Black', 'Brown', 'Burgundy', 'Orange', 'Pink', 'Purple', 'Transparent']"
36377,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36378,"['Blue', 'Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36379,"['Beige', 'Burgundy', 'Grey', 'Orange', 'Purple']"
36380,"['Black', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36381,"['Brown', 'Green', 'Grey', 'Purple', 'Red']"
36382,"['Beige', 'Black', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver']"
36383,"['Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36384,"['Beige', 'Blue', 'Brown', 'Grey', 'Khaki', 'Orange', 'Silver', 'Transparent', 'Yellow']"
36385,"['Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Yellow']"
36386,"['Black', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Yellow']"
36387,"['Black', 'Gold', 'Green', 'Grey', 'Orange', 'Pink', 'Purple']"
36388,"['Burgundy', 'Khaki', 'Pink', 'Purple', 'Silver', 'Yellow']"
36389,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
36390,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'White', 'Yellow']"
36391,"['Blue', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Silver', 'Yellow']"
36392,"['Black', 'Blue', 'Brown', 'Gold', 'Orange', 'Silver', 'White', 'Yellow']"
36393,"['Black', 'Gold', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36394,"['Beige', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36395,"['Beige', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Silver', 'Transparent', 'White']"
36396,"['Black', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'White', 'Yellow']"
36397,"['Beige', 'Burgundy', 'Green', 'Khaki', 'Orange', 'Purple', 'Red', 'White']"
36398,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Green', 'Navy', 'Pink', 'Purple', 'Red', 'White']"
36399,"['Blue', 'Gold', 'Green', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver']"
36400,"['Blue', 'Green', 'Grey', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent']"
36401,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Pink', 'Purple', 'Red']"
36402,"['Brown', 'Burgundy', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36403,"['Beige', 'Black', 'Blue', 'Burgundy', 'Gold', 'Green', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'White']"
36404,"['Brown', 'Pink', 'Purple', 'Red']"
36405,"['Beige', 'Brown', 'Gold', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red']"
36406,"['Blue', 'Brown', 'Burgundy', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red']"
36407,"['Brown', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red']"
36408,"['Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Purple', 'Red', 'Silver', 'Transparent']"
36409,"['Beige', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36410,"['Beige', 'Black', 'Burgundy', 'Gold', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
36411,"['Beige', 'Black', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Navy', 'Pink', 'Silver', 'Transparent', 'White']"
36412,"['Brown', 'Green', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36413,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36414,"['Beige', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36415,"['Beige', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Red', 'White']"
36416,"['Blue', 'Brown', 'Green', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36417,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red']"
36418,"['Brown', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36419,"['Beige', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent', 'White']"
36420,"['Beige', 'Blue', 'Burgundy', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36421,"['Black', 'Blue', 'Grey', 'Pink', 'Purple', 'Silver', 'Yellow']"
36422,"['Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36423,"['Brown', 'Burgundy', 'Navy', 'Orange', 'Purple', 'Silver']"
36424,"['Brown', 'Green', 'Navy', 'Orange', 'Pink', 'Purple', 'White', 'Yellow']"
36425,"['Beige', 'Black', 'Blue', 'Burgundy', 'Gold', 'Khaki', 'Orange', 'Red', 'Transparent', 'Yellow']"
36426,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red']"
36427,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Red', 'Yellow']"
36428,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36429,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Transparent', 'Yellow']"
36430,"['Beige', 'Burgundy', 'Gold', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
36431,"['Brown', 'Gold', 'Green', 'Multiple Colors', 'Red', 'Silver', 'Yellow']"
36432,"['Brown', 'Green', 'Khaki', 'Pink', 'Red', 'Silver']"
36433,"['Beige', 'Black', 'Gold', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent']"
36434,"['Beige', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
36435,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver', 'White']"
36436,"['Black', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink']"
36437,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple']"
36438,"['Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Purple', 'Red', 'Silver', 'Yellow']"
36439,"['Grey', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36440,"['Beige', 'Black', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent']"
36441,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Red', 'Transparent']"
36442,"['Beige', 'Black', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'White', 'Yellow']"
36443,"['Gold', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36444,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Red']"
36445,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36446,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36447,"['Beige', 'Brown', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Silver']"
36448,"['Beige', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
36449,"['Beige', 'Brown', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36450,"['Beige', 'Burgundy', 'Gold', 'Green', 'Navy', 'Purple', 'Red']"
36451,"['Beige', 'Black', 'Blue', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Transparent', 'Yellow']"
36452,"['Gold', 'Green', 'Khaki', 'Purple', 'Silver', 'White', 'Yellow']"
36453,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36454,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36455,"['Black', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'White', 'Yellow']"
36456,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36457,"['Brown', 'Grey', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36458,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36459,"['Beige', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36460,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36461,"['Brown', 'Gold', 'Grey', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36462,"['Blue', 'Grey', 'Orange', 'Pink', 'Silver']"
36463,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36464,"['Brown', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple']"
36465,"['Beige', 'Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Red', 'Transparent', 'Yellow']"
36466,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36467,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Silver', 'White']"
36468,"['Beige', 'Brown', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Transparent', 'White']"
36469,"['Brown', 'Gold', 'Orange', 'Purple', 'Red', 'Silver']"
36470,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Orange', 'Purple', 'Red', 'Silver']"
36471,"['Beige', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent']"
36472,"['Khaki', 'Pink', 'Red']"
36473,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36474,"['Beige', 'Black', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent']"
36475,"['Brown', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Orange', 'Silver', 'Yellow']"
36476,"['Brown', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36477,"['Blue', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36478,"['Burgundy', 'Khaki', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent']"
36479,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'Yellow']"
36480,"['Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Red', 'Silver', 'Yellow']"
36481,"['Beige', 'Black', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Red', 'White']"
36482,"['Brown', 'Green', 'Pink', 'Purple', 'Silver', 'Transparent']"
36483,"['Blue', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple']"
36484,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Pink', 'Red', 'White', 'Yellow']"
36485,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36486,"['Beige', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36487,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple']"
36488,"['Grey', 'Khaki', 'Navy', 'Orange', 'Purple', 'Silver', 'Yellow']"
36489,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
36490,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent', 'White']"
36491,"['Brown', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36492,"['Gold', 'Khaki', 'Navy', 'Orange', 'Pink', 'Red', 'White']"
36493,"['Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red']"
36494,"['Brown', 'Gold', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36495,"['Black', 'Brown', 'Gold', 'Orange', 'Pink', 'Red', 'Yellow']"
36496,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36497,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Orange', 'Purple', 'Yellow']"
36498,"['Beige', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'White']"
36499,"['Beige', 'Brown', 'Burgundy', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red']"
36500,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Navy', 'Orange', 'Pink', 'Yellow']"
36501,"['Beige', 'Brown', 'Green', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
36502,"['Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Purple', 'Red', 'Yellow']"
36503,"['Brown', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
36504,"['Brown', 'Gold', 'Grey', 'Khaki', 'Red', 'Silver', 'White', 'Yellow']"
36505,"['Blue', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
36506,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Red', 'Transparent']"
36507,"['Brown', 'Gold', 'Orange', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
36508,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
36509,"['Beige', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
36510,"['Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Red', 'Yellow']"
36511,"['Beige', 'Brown', 'Burgundy', 'Orange', 'Purple', 'Silver', 'Yellow']"
36512,"['Beige', 'Grey', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36513,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36514,"['Beige', 'Blue', 'Burgundy', 'Gold', 'Green', 'Grey', 'Purple', 'Transparent', 'Yellow']"
36515,"['Beige', 'Brown', 'Green', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36516,"['Brown', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Transparent', 'Yellow']"
36517,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent']"
36518,"['Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36519,"['Burgundy', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
36520,"['Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver']"
36521,"['Gold', 'Pink', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36522,"['Blue', 'Brown', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36523,"['Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36524,"['Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red', 'Yellow']"
36525,"['Brown', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36526,"['Beige', 'Black', 'Blue', 'Brown', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
36527,"['Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Purple', 'Transparent', 'Yellow']"
36528,"['Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent']"
36529,"['Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Yellow']"
36530,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Orange', 'Transparent', 'Yellow']"
36531,"['Beige', 'Black', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple']"
36532,"['Blue', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver']"
36533,"['Blue', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
36534,"['Brown', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
36535,"['Brown', 'Pink', 'Purple', 'Red', 'Silver']"
36536,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Silver']"
36537,"['Brown', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36538,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Red', 'Transparent', 'Yellow']"
36539,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Silver']"
36540,"['Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
36541,"['Beige', 'Black', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Red', 'Silver', 'Transparent', 'Yellow']"
36542,"['Black', 'Brown', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
36543,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Red', 'Yellow']"
36544,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
36545,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36546,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
36547,"['Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
36548,"['Burgundy', 'Gold', 'Green', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
36549,"['Blue', 'Brown', 'Grey', 'Pink', 'Red', 'Silver', 'Yellow']"
36550,"['Beige', 'Blue', 'Green', 'Grey', 'Orange', 'Purple', 'Silver']"
36551,"['Black', 'Blue', 'Gold', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
36552,"['Beige', 'Black', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
36553,"['Green', 'Grey', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
36554,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Transparent']"
